batch_id,carbon_pct,manganese_pct,furnace_temp_C,rolling_speed_mps,cooling_rate_Cps,defect
B100514,0.331,0.944,1591.4,19.06,17.62,0
B100515,0.491,0.689,1596.8,25.62,14.35,0
B100516,0.46,1.408,1626.7,22.78,26.62,0
B100517,0.283,0.943,1715.9,20.44,5.72,1
B100518,0.412,0.1,1648.9,19.78,23.22,0
B100519,0.49,1.002,1595.1,22.07,4.78,0
B100520,0.2,0.796,1600.2,17.19,7.04,1
B100521,0.465,0.878,1571.1,24.93,4.94,0
B100522,0.32,0.789,1547.8,13.54,16.5,1
B100523,0.468,1.142,1569.6,17.53,7.96,1
B100524,0.308,1.236,1557.5,23.67,6.91,0
B100525,0.183,0.985,1635.9,13.2,16.22,0
B100526,0.205,0.798,1541.1,10.56,17.71,0
B100527,0.406,0.888,1673.3,20.38,15.24,0
B100528,0.431,0.906,1641.4,9.82,14.03,0
B100529,0.291,0.659,1601.1,12.21,25.97,0
B100530,0.477,1.074,1600.0,24.54,15.88,0
B100531,0.201,1.038,1569.3,18.77,19.83,0
B100532,0.392,1.362,1614.9,27.71,15.86,0
B100533,0.255,1.277,1659.8,12.77,8.41,0
B100534,0.322,0.694,1561.3,19.44,18.3,1
B100535,0.406,1.146,1515.7,22.4,11.07,1
B100536,0.297,0.615,1638.7,12.98,14.45,0
B100537,0.354,1.109,1617.8,26.19,16.83,0
B100538,0.521,0.745,1538.4,23.06,3.35,1
B100539,0.331,0.593,1559.7,10.34,5.34,1
B100540,0.5,0.984,1552.7,19.77,20.46,0
B100541,0.264,0.1,1560.2,22.32,11.02,0
B100542,0.464,0.375,1582.2,16.46,11.3,0
B100543,0.573,0.847,1585.3,11.12,16.0,0
B100544,0.103,0.925,1564.2,21.67,12.69,1
B100545,0.304,0.789,1558.3,33.27,17.51,1
B100546,0.469,0.426,1587.4,17.68,14.69,0
B100547,0.376,0.655,1609.2,29.42,16.19,0
B100548,0.445,1.017,1582.6,15.49,10.79,0
B100549,0.328,1.075,1663.7,21.29,16.16,1
B100550,0.41,0.895,1627.9,24.63,21.63,0
B100551,0.381,1.247,1512.5,19.95,11.59,0
B100552,0.54,1.019,1628.8,18.21,20.49,0
B100553,0.431,0.676,1633.3,24.36,14.69,1
B100554,0.441,0.816,1576.1,31.35,19.41,0
B100555,0.351,0.479,1517.8,21.8,15.77,0
B100556,0.341,0.868,1600.4,16.9,14.8,0
B100557,0.348,1.234,1599.6,18.86,17.1,0
B100558,0.447,1.106,1538.3,35.12,22.28,1
B100559,0.349,1.321,1520.2,20.81,16.42,0
B100560,0.435,0.809,1595.2,16.43,17.87,0
B100561,0.649,1.304,1587.2,13.13,12.79,1
B100562,0.505,0.842,1577.1,9.04,24.43,1
B100563,0.361,1.341,1595.4,22.18,18.84,0
B100564,0.544,0.893,1539.3,23.93,15.47,1
B100565,0.351,1.112,1576.1,17.62,14.26,0
B100566,0.155,1.343,1629.3,19.91,20.87,0
B100567,0.279,0.842,1580.8,12.98,11.36,0
B100568,0.176,0.966,1508.0,20.8,4.3,1
B100569,0.358,1.287,1574.0,22.89,15.43,1
B100570,0.402,0.86,1541.1,16.79,22.14,1
B100571,0.601,0.504,1614.7,30.14,24.55,0
B100572,0.439,1.543,1617.5,14.98,14.36,0
B100573,0.374,0.759,1508.8,21.7,15.26,0
B100574,0.5,0.948,1641.7,25.09,18.12,1
B100575,0.135,1.247,1538.8,19.54,13.41,0
B100576,0.428,0.717,1685.8,18.87,18.1,0
B100577,0.493,0.598,1597.3,11.43,14.49,1
B100578,0.223,0.976,1531.4,28.14,21.07,0
B100579,0.537,0.362,1537.2,18.98,19.34,0
B100580,0.441,0.814,1619.1,23.22,19.86,0
B100581,0.35,0.974,1578.5,24.04,13.77,0
B100582,0.476,0.819,1594.7,16.23,26.56,0
B100583,0.672,0.437,1688.7,18.81,17.9,1
B100584,0.422,1.378,1561.5,28.01,16.48,0
B100585,0.43,0.931,1603.3,13.3,10.43,0
B100586,0.345,1.329,1678.1,32.77,14.42,0
B100587,0.298,0.822,1614.9,15.53,15.69,0
B100588,0.5,0.636,1511.6,12.92,10.27,0
B100589,0.297,0.981,1627.8,20.79,13.25,0
B100590,0.409,0.835,1536.0,33.25,14.01,0
B100591,0.343,0.547,1677.4,8.53,15.34,0
B100592,0.457,1.341,1554.7,19.15,4.42,0
B100593,0.44,0.713,1750.0,22.86,14.19,1
B100594,0.525,0.348,1680.7,20.2,12.74,1
B100595,0.339,1.298,1556.2,22.29,14.87,0
B100596,0.368,0.749,1601.1,15.69,21.21,0
B100597,0.283,0.718,1641.5,16.4,27.31,1
B100598,0.347,0.37,1643.1,19.11,19.07,0
B100599,0.445,1.422,1624.3,13.22,7.59,0
B100600,0.491,0.513,1668.9,19.73,12.93,1
B100601,0.289,0.918,1593.2,17.67,18.58,0
B100602,0.504,1.174,1579.8,17.18,17.9,0
B100603,0.563,1.027,1580.9,21.92,20.92,0
B100604,0.45,0.882,1647.2,9.08,14.42,0
B100605,0.625,0.39,1620.1,18.63,12.82,0
B100606,0.307,0.657,1616.0,33.9,25.51,0
B100607,0.251,0.956,1643.7,13.48,15.35,0
B100608,0.187,0.664,1487.2,27.71,8.9,1
B100609,0.58,0.961,1617.1,20.33,23.85,0
B100610,0.479,1.105,1612.0,16.38,6.02,0
B100611,0.393,1.189,1691.8,12.08,2.0,0
B100612,0.434,0.532,1515.9,20.84,19.62,1
B100613,0.265,1.559,1685.6,28.72,20.46,0
B100614,0.693,1.13,1604.1,17.66,17.48,0
B100615,0.416,0.899,1626.9,19.51,7.19,0
B100616,0.413,1.227,1692.2,26.06,14.65,0
B100617,0.487,1.61,1630.8,22.05,13.33,0
B100618,0.458,0.468,1622.0,10.57,11.78,0
B100619,0.427,0.832,1613.3,20.59,23.47,0
B100620,0.305,0.186,1573.4,29.07,8.72,1
B100621,0.457,0.958,1598.4,19.78,16.9,0
B100622,0.626,1.01,1560.6,5.0,22.16,0
B100623,0.561,0.888,1597.5,22.33,17.29,1
B100624,0.591,0.704,1471.5,18.81,22.45,1
B100625,0.339,0.285,1623.6,9.03,18.38,0
B100626,0.281,1.012,1593.3,9.92,17.58,0
B100627,0.385,1.337,1581.5,25.85,17.2,1
B100628,0.407,0.723,1612.1,15.61,18.68,0
B100629,0.531,1.032,1521.2,14.56,12.69,0
B100630,0.197,0.43,1706.1,19.79,7.19,0
B100631,0.584,1.037,1594.3,16.13,20.72,0
B100632,0.381,0.782,1592.0,20.6,21.97,0
B100633,0.349,0.671,1546.9,18.78,16.51,1
B100634,0.279,0.672,1601.3,12.8,11.71,0
B100635,0.201,0.782,1676.3,16.93,5.65,0
B100636,0.499,1.015,1657.0,22.66,15.51,0
B100637,0.409,0.506,1647.0,20.25,6.91,0
B100638,0.245,0.781,1630.1,19.51,6.07,0
B100639,0.245,0.888,1580.3,31.62,14.88,1
B100640,0.36,0.57,1520.2,24.39,10.42,1
B100641,0.6,1.439,1588.9,25.11,17.07,0
B100642,0.369,0.644,1587.0,19.0,14.04,0
B100643,0.22,0.699,1657.7,21.32,11.36,0
B100644,0.371,0.607,1617.0,17.41,4.77,1
B100645,0.367,1.44,1688.7,24.67,9.88,1
B100646,0.076,1.066,1665.9,19.34,10.1,0
B100647,0.393,0.619,1574.9,21.33,7.65,0
B100648,0.372,1.232,1501.3,20.96,13.03,0
B100649,0.484,0.96,1676.2,19.89,8.12,1
B100650,0.622,0.977,1674.8,37.63,14.02,0
B100651,0.535,0.797,1524.9,16.0,16.44,0
B100652,0.368,0.675,1683.0,15.95,10.04,1
B100653,0.267,1.001,1621.0,24.16,17.55,0
B100654,0.709,0.736,1608.8,16.43,6.83,1
B100655,0.407,1.445,1688.8,18.25,8.33,0
B100656,0.402,0.519,1674.0,13.48,14.32,0
B100657,0.397,1.361,1635.8,22.95,19.12,0
B100658,0.424,0.867,1626.0,23.03,20.2,0
B100659,0.383,0.99,1633.9,18.11,24.67,1
B100660,0.331,1.15,1578.0,24.29,12.74,0
B100661,0.334,0.711,1597.0,8.85,14.23,0
B100662,0.396,1.159,1550.4,15.76,8.8,0
B100663,0.335,0.1,1581.7,18.98,7.48,1
B100664,0.314,0.684,1579.8,12.97,16.37,1
B100665,0.413,0.623,1565.1,9.51,10.34,0
B100666,0.369,0.524,1607.5,18.15,22.39,0
B100667,0.58,0.836,1582.2,24.16,6.23,0
B100668,0.082,1.016,1627.6,27.69,17.92,0
B100669,0.531,1.111,1510.8,16.72,8.97,1
B100670,0.55,0.972,1593.8,24.4,10.08,0
B100671,0.151,0.7,1607.2,23.82,18.23,1
B100672,0.359,1.011,1582.9,27.31,10.94,0
B100673,0.355,0.937,1590.5,17.9,11.91,0
B100674,0.231,1.181,1512.8,9.21,10.13,0
B100675,0.307,1.133,1619.6,20.42,25.71,0
B100676,0.267,0.909,1635.6,13.92,11.3,0
B100677,0.61,0.631,1627.1,15.66,15.31,1
B100678,0.512,0.704,1657.1,18.19,13.79,0
B100679,0.553,0.735,1611.1,17.97,16.33,0
B100680,0.487,0.805,1626.3,20.85,11.31,0
B100681,0.265,0.98,1608.6,24.22,13.8,0
B100682,0.337,1.115,1637.8,17.79,17.36,0
B100683,0.459,0.885,1513.3,22.37,9.82,1
B100684,0.253,0.905,1550.9,20.09,21.54,0
B100685,0.486,0.943,1687.3,25.61,22.11,1
B100686,0.371,0.745,1464.7,18.87,18.64,1
B100687,0.355,0.622,1592.3,19.53,15.42,0
B100688,0.485,0.373,1664.5,17.75,2.0,0
B100689,0.453,0.691,1594.9,19.03,17.55,0
B100690,0.357,1.042,1577.7,15.3,12.65,0
B100691,0.539,0.689,1607.1,14.7,13.52,0
B100692,0.27,0.829,1580.6,24.65,3.62,0
B100693,0.474,1.04,1601.7,13.5,17.96,0
B100694,0.471,1.056,1562.4,18.09,6.31,1
B100695,0.363,0.576,1661.0,26.09,15.71,0
B100696,0.439,1.199,1678.3,17.88,20.43,0
B100697,0.25,1.238,1592.7,24.97,12.18,0
B100698,0.511,0.561,1523.7,16.45,22.3,0
B100699,0.378,0.653,1571.2,13.69,10.52,0
B100700,0.337,1.257,1589.9,10.43,18.6,0
B100701,0.526,0.856,1627.8,27.88,7.17,0
B100702,0.315,0.234,1544.6,13.18,21.19,0
B100703,0.231,0.48,1557.7,24.48,20.26,1
B100704,0.213,0.825,1628.1,14.0,17.81,0
B100705,0.473,0.551,1651.6,27.9,12.64,1
B100706,0.246,0.776,1565.8,33.24,6.59,0
B100707,0.611,0.91,1526.7,9.88,12.66,0
B100708,0.15,1.339,1750.0,13.49,21.66,1
B100709,0.604,0.813,1643.1,24.64,15.78,0
B100710,0.425,1.222,1585.3,23.08,5.68,0
B100711,0.388,1.329,1647.8,24.66,8.25,0
B100712,0.335,1.33,1593.2,16.56,22.52,0
B100713,0.448,0.985,1647.7,31.93,17.93,0
B100714,0.395,0.311,1608.8,20.71,7.6,0
B100715,0.532,1.038,1605.0,12.7,4.41,0
B100716,0.414,1.215,1593.8,18.48,11.25,0
B100717,0.418,0.876,1520.4,12.78,3.89,0
B100718,0.356,1.423,1706.6,29.55,14.06,1
B100719,0.393,1.158,1548.2,16.04,29.71,0
B100720,0.437,1.07,1525.2,22.95,5.42,1
B100721,0.195,1.226,1588.3,17.18,13.88,1
B100722,0.238,1.0,1547.1,16.31,22.87,0
B100723,0.489,0.152,1597.2,8.54,19.49,0
B100724,0.421,0.75,1637.8,23.59,14.11,0
B100725,0.378,1.259,1654.7,27.8,14.12,0
B100726,0.402,0.658,1644.8,14.5,8.06,0
B100727,0.442,0.833,1583.2,10.73,13.39,0
B100728,0.335,0.587,1602.7,24.82,16.46,0
B100729,0.307,1.435,1622.4,10.12,21.63,1
B100730,0.424,1.404,1503.3,27.32,11.28,0
B100731,0.283,0.635,1631.4,14.57,13.86,0
B100732,0.449,0.944,1519.8,13.38,9.3,0
B100733,0.196,0.696,1712.2,21.49,16.35,0
B100734,0.523,1.084,1577.8,13.77,19.7,0
B100735,0.457,1.053,1589.8,15.76,18.78,0
B100736,0.431,1.144,1557.7,22.12,7.98,0
B100737,0.518,1.0,1565.4,5.43,15.88,0
B100738,0.6,1.781,1725.1,29.85,10.94,1
B100739,0.522,0.592,1651.7,20.26,21.07,0
B100740,0.179,0.387,1514.8,12.24,14.03,1
B100741,0.246,0.782,1682.7,13.9,5.88,0
B100742,0.325,0.43,1665.6,25.95,13.68,0
B100743,0.403,0.452,1584.5,23.61,17.75,0
B100744,0.462,0.6,1616.9,28.32,16.46,1
B100745,0.313,0.623,1599.2,15.9,11.93,0
B100746,0.422,0.614,1708.5,21.78,11.49,0
B100747,0.309,1.055,1556.2,22.56,9.07,0
B100748,0.327,0.748,1608.0,24.17,12.63,0
B100749,0.231,0.846,1576.5,26.76,9.87,0
B100750,0.289,1.168,1521.2,15.7,20.82,1
B100751,0.238,0.67,1720.5,19.31,9.59,1
B100752,0.283,0.821,1535.0,16.34,15.73,0
B100753,0.526,1.01,1612.1,19.68,15.33,0
B100754,0.286,0.318,1504.3,24.19,20.67,1
B100755,0.716,0.185,1578.1,10.08,21.54,1
B100756,0.459,1.004,1623.2,26.66,19.18,0
B100757,0.422,1.048,1554.6,13.16,17.12,0
B100758,0.297,1.519,1632.3,18.16,8.71,0
B100759,0.484,0.947,1585.2,27.46,8.59,0
B100760,0.331,1.146,1663.8,21.97,9.93,0
B100761,0.415,0.841,1674.9,22.04,19.51,0
B100762,0.707,0.989,1567.7,12.92,15.44,1
B100763,0.388,1.4,1604.2,13.74,20.21,0
B100764,0.538,0.263,1610.1,25.65,21.02,0
B100765,0.316,1.024,1634.1,16.47,10.64,0
B100766,0.396,1.541,1600.8,17.03,15.19,0
B100767,0.612,0.985,1610.5,25.78,14.92,0
B100768,0.325,1.395,1586.6,13.7,13.03,0
B100769,0.617,0.711,1606.3,21.62,11.79,1
B100770,0.485,0.89,1671.4,20.26,22.11,0
B100771,0.333,0.91,1635.5,19.98,15.31,0
B100772,0.476,0.235,1638.6,16.89,15.08,1
B100773,0.517,0.55,1639.8,16.52,10.18,0
B100774,0.475,0.571,1591.5,13.53,19.05,0
B100775,0.212,1.147,1617.5,22.9,8.97,1
B100776,0.313,1.162,1540.3,15.99,17.73,0
B100777,0.37,0.997,1669.8,25.81,17.89,0
B100778,0.391,1.147,1450.0,18.65,12.52,1
B100779,0.474,0.851,1595.2,13.65,16.91,0
B100780,0.421,1.261,1662.7,18.57,16.11,0
B100781,0.24,0.903,1525.0,17.53,14.76,0
B100782,0.446,0.917,1622.0,26.05,15.08,0
B100783,0.473,0.82,1562.6,17.79,15.37,0
B100784,0.467,1.105,1579.7,18.34,15.78,0
B100785,0.53,0.774,1652.0,28.47,15.36,1
B100786,0.5,1.193,1610.9,23.05,8.38,1
B100787,0.455,0.56,1488.1,29.98,14.09,1
B100788,0.392,0.57,1546.3,27.55,16.59,1
B100789,0.201,1.106,1653.6,14.68,15.58,0
B100790,0.452,0.873,1624.7,25.94,20.72,0
B100791,0.425,0.764,1696.1,29.15,18.72,0
B100792,0.433,1.167,1692.5,29.2,9.78,0
B100793,0.247,0.718,1581.2,25.93,14.0,0
B100794,0.27,0.84,1737.7,25.81,13.13,1
B100795,0.526,1.32,1601.3,18.18,14.97,0
B100796,0.395,1.362,1547.1,14.98,14.98,0
B100797,0.482,1.372,1565.1,17.89,18.67,0
B100798,0.403,0.815,1475.9,10.01,16.06,1
B100799,0.404,1.269,1688.4,28.06,22.38,1
B100800,0.513,0.615,1687.7,18.3,16.45,0
B100801,0.338,0.628,1544.1,27.75,10.02,0
B100802,0.412,0.195,1587.5,12.61,12.2,0
B100803,0.345,1.402,1605.3,26.5,18.62,0
B100804,0.348,0.641,1547.2,17.03,5.31,0
B100805,0.363,0.862,1503.5,12.29,6.92,1
B100806,0.427,0.627,1588.4,29.76,15.06,0
B100807,0.343,1.109,1582.3,26.64,20.71,0
B100808,0.551,0.787,1578.6,21.27,22.84,1
B100809,0.293,0.509,1612.2,20.2,13.7,0
B100810,0.378,1.032,1678.6,22.64,21.36,0
B100811,0.347,0.47,1583.3,21.17,15.43,0
B100812,0.574,0.649,1609.4,15.25,5.81,0
B100813,0.424,0.268,1640.0,17.53,14.95,1
B100814,0.524,0.473,1630.5,31.76,11.29,0
B100815,0.222,0.954,1566.2,36.03,20.51,0
B100816,0.432,0.311,1605.3,29.38,14.85,0
B100817,0.507,0.456,1630.1,22.87,7.33,0
B100818,0.41,0.899,1537.9,17.97,6.0,0
B100819,0.528,0.737,1669.5,15.21,14.87,0
B100820,0.338,1.498,1678.7,15.61,2.0,1
B100821,0.569,1.45,1560.2,16.68,11.89,0
B100822,0.676,0.64,1610.7,32.91,16.39,1
B100823,0.356,1.067,1635.3,30.84,8.66,0
B100824,0.347,1.125,1570.0,24.48,20.96,0
B100825,0.574,0.721,1626.5,14.24,22.15,0
B100826,0.59,0.451,1609.0,25.36,8.9,0
B100827,0.337,0.896,1519.3,18.57,13.21,0
B100828,0.35,0.848,1625.3,7.08,20.97,0
B100829,0.366,0.769,1539.5,21.72,14.99,0
B100830,0.239,1.033,1651.7,14.95,6.63,1
B100831,0.29,0.675,1563.1,15.15,14.14,0
B100832,0.28,0.554,1591.1,18.5,9.88,0
B100833,0.308,0.933,1675.5,17.01,21.65,0
B100834,0.396,1.016,1627.3,19.79,18.64,0
B100835,0.428,0.547,1540.6,19.51,13.12,0
B100836,0.586,1.178,1544.2,8.75,15.85,0
B100837,0.28,0.369,1567.0,29.12,7.15,0
B100838,0.518,0.727,1621.7,14.1,10.48,0
B100839,0.374,0.823,1619.7,14.29,24.32,0
B100840,0.394,0.709,1553.6,18.03,15.32,1
B100841,0.481,0.73,1535.8,19.35,20.58,0
B100842,0.265,1.461,1615.5,28.75,16.39,0
B100843,0.446,0.645,1590.0,21.62,22.89,0
B100844,0.42,1.632,1718.6,23.4,3.01,1
B100845,0.459,1.031,1602.0,21.65,13.87,0
B100846,0.435,0.928,1699.8,21.39,24.87,0
B100847,0.695,1.043,1535.6,21.86,20.74,1
B100848,0.323,1.659,1513.5,8.4,22.95,1
B100849,0.336,0.602,1538.4,18.5,14.96,0
B100850,0.325,0.564,1665.4,26.97,11.78,0
B100851,0.333,0.674,1696.6,40.0,8.84,0
B100852,0.324,0.91,1557.0,12.77,8.42,0
B100853,0.543,0.382,1574.7,22.54,19.84,0
B100854,0.57,0.907,1535.7,16.57,18.08,1
B100855,0.332,1.408,1500.4,32.29,14.6,0
B100856,0.3,0.945,1639.5,11.88,18.05,0
B100857,0.457,0.812,1612.3,23.75,15.85,0
B100858,0.334,0.715,1600.6,11.56,20.77,0
B100859,0.476,1.17,1523.0,18.09,20.72,0
B100860,0.424,0.652,1690.2,19.79,8.6,0
B100861,0.218,1.454,1572.3,26.42,16.64,0
B100862,0.586,1.48,1629.3,13.54,4.99,0
B100863,0.616,0.977,1520.0,23.98,15.8,1
B100864,0.326,0.897,1589.5,20.11,18.63,0
B100865,0.353,1.209,1616.0,21.64,7.12,0
B100866,0.434,1.228,1618.0,25.75,12.5,0
B100867,0.44,0.658,1608.5,12.3,15.06,0
B100868,0.479,0.742,1627.2,24.86,16.4,0
B100869,0.641,0.503,1537.8,16.59,13.33,0
B100870,0.379,1.023,1610.9,26.58,7.97,0
B100871,0.304,1.1,1606.3,22.01,14.68,0
B100872,0.234,0.495,1612.7,18.74,5.09,1
B100873,0.312,0.763,1604.0,16.46,13.6,0
B100874,0.396,0.496,1530.0,24.94,12.35,1
B100875,0.615,0.63,1527.5,27.57,14.19,0
B100876,0.338,1.065,1478.2,16.8,11.64,1
B100877,0.427,0.68,1645.0,13.2,5.95,1
B100878,0.398,0.81,1645.5,24.17,12.8,1
B100879,0.543,0.412,1646.4,11.31,20.58,0
B100880,0.703,0.956,1616.9,12.17,22.57,1
B100881,0.336,0.887,1482.7,13.62,29.64,1
B100882,0.341,0.681,1543.5,17.51,25.15,1
B100883,0.525,0.843,1609.4,11.98,7.82,0
B100884,0.482,0.954,1607.5,8.37,12.55,0
B100885,0.622,0.656,1587.7,13.19,14.86,0
B100886,0.47,0.457,1620.3,23.85,14.49,0
B100887,0.357,1.442,1600.6,12.37,15.42,0
B100888,0.471,0.71,1606.6,17.96,29.45,0
B100889,0.533,0.871,1564.9,31.68,8.51,0
B100890,0.498,1.203,1654.0,19.7,10.72,0
B100891,0.461,1.959,1576.3,22.06,24.86,0
B100892,0.528,0.527,1526.8,14.32,11.3,1
B100893,0.54,1.035,1557.6,32.98,17.36,0
B100894,0.566,0.688,1580.8,16.75,21.21,0
B100895,0.478,0.738,1654.7,18.63,17.92,0
B100896,0.38,0.684,1597.7,27.9,16.15,1
B100897,0.418,0.562,1589.8,18.91,20.63,0
B100898,0.545,0.888,1531.3,20.29,9.64,1
B100899,0.302,0.458,1643.2,18.31,12.02,1
B100900,0.444,1.184,1564.1,18.35,18.21,0
B100901,0.353,0.917,1594.5,22.22,2.58,0
B100902,0.403,1.027,1681.4,23.32,23.5,0
B100903,0.553,0.76,1628.0,16.14,16.82,1
B100904,0.423,0.79,1510.4,15.4,15.92,0
B100905,0.406,0.986,1502.7,16.35,5.22,0
B100906,0.237,0.551,1596.5,11.59,7.28,0
B100907,0.49,0.793,1533.3,10.46,12.61,0
B100908,0.477,0.642,1635.7,21.78,19.84,1
B100909,0.66,0.633,1602.3,25.63,2.54,0
B100910,0.363,0.267,1609.1,25.23,19.73,0
B100911,0.426,1.302,1561.1,5.71,12.84,0
B100912,0.43,0.694,1695.8,18.53,13.66,0
B100913,0.589,1.249,1750.0,13.39,16.52,1
B100914,0.389,1.221,1584.7,20.86,16.62,1
B100915,0.433,0.514,1619.4,17.49,10.73,1
B100916,0.473,0.573,1605.4,23.55,18.75,0
B100917,0.422,1.668,1585.7,19.89,2.0,0
B100918,0.346,1.425,1554.2,8.62,12.3,0
B100919,0.423,0.891,1540.3,14.2,15.92,0
B100920,0.529,0.977,1537.5,20.03,12.93,0
B100921,0.277,0.711,1622.3,20.54,4.04,0
B100922,0.416,1.03,1571.4,11.57,19.55,0
B100923,0.316,0.685,1458.2,10.78,7.51,1
B100924,0.543,0.29,1624.5,20.34,14.59,0
B100925,0.217,0.504,1597.9,11.58,15.92,0
B100926,0.333,0.906,1674.1,9.99,15.12,0
B100927,0.445,0.561,1620.5,17.33,22.01,1
B100928,0.588,0.88,1518.7,17.07,14.68,0
B100929,0.392,0.578,1477.4,14.73,17.56,1
B100930,0.333,0.665,1560.4,15.78,14.66,0
B100931,0.626,1.156,1565.6,20.08,18.68,0
B100932,0.226,0.974,1651.9,15.68,23.36,1
B100933,0.136,0.897,1599.5,20.42,15.83,0
B100934,0.453,1.164,1662.4,17.72,19.69,0
B100935,0.34,1.044,1527.1,21.01,23.73,0
B100936,0.277,1.334,1653.1,25.27,23.14,0
B100937,0.485,0.762,1639.7,25.04,12.69,0
B100938,0.429,0.771,1489.0,27.73,21.22,1
B100939,0.332,0.51,1672.7,25.03,16.49,1
B100940,0.246,0.771,1605.1,21.43,21.7,0
B100941,0.505,1.189,1621.6,17.4,18.41,0
B100942,0.478,1.29,1552.4,17.67,16.65,0
B100943,0.388,1.188,1670.1,14.73,17.6,1
B100944,0.622,0.362,1534.8,20.03,16.53,0
B100945,0.272,1.225,1645.8,24.18,16.77,0
B100946,0.217,0.348,1645.1,15.65,14.05,1
B100947,0.317,1.169,1546.4,19.78,13.49,0
B100948,0.395,0.79,1709.1,15.94,25.58,1
B100949,0.429,1.111,1612.7,21.26,17.87,0
B100950,0.371,0.5,1636.0,16.7,11.56,0
B100951,0.442,1.251,1516.0,15.56,13.34,0
B100952,0.25,0.461,1716.5,15.92,21.34,0
B100953,0.573,0.699,1532.6,23.02,10.58,1
B100954,0.39,0.601,1656.4,19.42,6.11,0
B100955,0.534,0.374,1545.3,17.43,6.55,0
B100956,0.441,0.928,1566.0,21.57,4.63,0
B100957,0.455,1.442,1643.4,17.51,7.21,0
B100958,0.468,1.7,1656.5,26.76,7.91,0
B100959,0.454,0.929,1530.1,14.16,23.31,0
B100960,0.477,1.235,1660.0,18.88,14.72,0
B100961,0.559,0.97,1657.5,11.57,12.82,0
B100962,0.424,1.05,1548.4,17.92,6.34,0
B100963,0.485,0.797,1687.9,9.92,14.14,1
B100964,0.389,0.959,1519.9,24.48,4.58,1
B100965,0.573,1.061,1565.6,24.6,12.78,0
B100966,0.319,0.726,1626.3,24.71,27.39,0
B100967,0.616,0.877,1553.1,20.17,18.98,1
B100968,0.395,0.882,1614.5,14.72,13.74,0
B100969,0.228,1.148,1613.3,15.2,19.19,0
B100970,0.415,0.58,1589.7,29.18,11.87,0
B100971,0.318,0.885,1645.8,28.61,10.2,0
B100972,0.501,1.474,1587.4,20.74,25.22,1
B100973,0.322,1.249,1612.7,16.91,8.15,0
B100974,0.346,1.305,1663.1,28.21,12.88,0
B100975,0.173,0.907,1643.5,15.83,16.84,0
B100976,0.346,0.996,1643.2,21.37,9.38,0
B100977,0.109,1.201,1536.8,28.11,18.9,1
B100978,0.21,1.368,1628.9,14.98,13.16,0
B100979,0.491,0.315,1551.7,24.98,18.98,1
B100980,0.494,0.505,1529.5,23.12,18.52,1
B100981,0.451,1.293,1596.1,19.76,13.54,0
B100982,0.284,0.817,1550.3,14.04,25.26,1
B100983,0.394,0.698,1643.5,15.65,11.01,0
B100984,0.4,0.524,1644.8,21.74,23.09,0
B100985,0.261,0.733,1495.4,11.46,22.05,0
B100986,0.58,0.479,1554.4,20.78,25.63,0
B100987,0.505,1.527,1519.7,23.25,16.04,1
B100988,0.373,0.893,1574.6,25.91,10.27,0
B100989,0.403,0.883,1625.0,11.61,27.46,0
B100990,0.425,1.076,1586.7,27.9,12.99,0
B100991,0.155,1.189,1567.6,30.17,10.12,0
B100992,0.37,1.184,1671.5,22.46,13.86,0
B100993,0.318,1.222,1473.2,13.77,9.11,0
B100994,0.28,0.711,1668.0,18.03,18.16,0
B100995,0.366,0.811,1570.1,19.71,11.37,0
B100996,0.616,1.131,1595.7,21.62,13.28,0
B100997,0.477,0.742,1571.0,20.13,20.81,0
B100998,0.331,0.898,1684.9,21.69,18.74,0
B100999,0.469,1.02,1532.3,19.46,15.09,0
B101000,0.568,1.136,1600.6,21.59,16.03,0
B101001,0.511,0.367,1629.0,17.24,15.07,0
B101002,0.407,1.114,1511.4,17.97,12.41,0
B101003,0.322,0.83,1549.4,16.54,14.98,0
B101004,0.484,1.112,1591.9,31.5,17.95,0
B101005,0.447,1.133,1551.2,28.78,14.24,0
B101006,0.507,1.382,1555.1,23.33,17.52,1
B101007,0.476,1.306,1580.8,27.95,9.98,0
B101008,0.526,1.304,1635.7,24.79,11.38,0
B101009,0.336,1.333,1581.2,21.09,10.59,0
B101010,0.558,0.987,1659.3,10.97,11.61,0
B101011,0.424,0.91,1545.1,18.43,22.72,0
B101012,0.649,1.162,1531.1,17.99,19.36,1
B101013,0.317,1.12,1705.9,13.2,8.54,1
B101014,0.608,0.807,1563.8,11.08,17.62,0
B101015,0.424,1.021,1527.9,22.96,12.66,0
B101016,0.322,0.889,1504.2,21.95,10.91,0
B101017,0.342,0.644,1659.1,13.0,6.09,1
B101018,0.362,1.287,1581.2,15.52,20.83,0
B101019,0.451,0.917,1586.0,26.97,6.82,0
B101020,0.463,1.515,1591.2,14.73,14.69,0
B101021,0.331,0.412,1655.7,21.02,9.32,0
B101022,0.397,0.733,1590.1,18.86,19.66,0
B101023,0.657,0.91,1728.9,23.04,12.99,1
B101024,0.607,1.241,1607.4,14.86,14.19,0
B101025,0.452,1.02,1658.4,20.54,14.4,0
B101026,0.405,0.993,1644.3,21.01,16.82,0
B101027,0.414,0.562,1598.0,21.38,15.08,0
B101028,0.474,0.553,1567.7,20.47,14.74,1
B101029,0.277,0.997,1618.3,22.07,11.89,1
